location,area_sqft,bedrooms,bathrooms,balconies,age_years,distance_to_it_hub_km,nearest_metro_km,parking_spaces,amenity_score,price_lakh
Hebbal,681,2,3,0,25,24.89,6.04,1,84.9,84.78
Bellandur,2854,5,6,3,9,4.16,3.9,2,67.5,295.8
JP Nagar,823,1,1,2,24,10.97,2.44,1,42.1,40.31
Indiranagar,906,3,3,0,18,19.32,0.47,3,79.4,163.05
HSR Layout,2418,4,4,1,2,23.9,7.13,2,55.3,239.71
Electronic City,776,3,4,2,19,22.34,1.88,1,57.3,81.27
Hebbal,1826,4,3,0,2,6.74,10.33,1,41.2,199.89
Jayanagar,2289,4,5,3,19,2.59,11.8,0,73.5,276.03
Marathahalli,1561,3,4,2,5,7.57,5.6,0,57.4,154.16
Hebbal,542,1,1,2,16,11.21,,4,98.9,72.35
Electronic City,861,2,3,0,17,9.32,,0,84.9,96.56
Electronic City,5338,6,6,1,9,19.46,,2,61.4,363.32
Bellandur,916,1,2,0,5,6.82,1.77,1,57.7,117.54
Jayanagar,6000,6,5,0,27,21.54,7.83,3,82.9,571.06
JP Nagar,3072,5,5,0,12,6.03,3.93,1,55.3,300.47
Yelahanka,1596,3,3,0,5,9.35,10.18,2,66.9,147.61
HSR Layout,1413,4,5,0,11,11.47,7.14,2,49.6,195.36
Bellandur,929,2,2,3,13,7.63,5.31,1,55.2,125.34
Koramangala,1143,3,2,0,16,19.28,11.57,0,45.9,116.47
Jayanagar,822,2,3,1,21,10.53,6.0,0,65.6,125.07
Bellandur,1159,4,4,2,29,22.23,10.67,1,95.6,163.28
Indiranagar,567,1,1,3,26,24.11,3.32,2,46.1,39.39
HSR Layout,551,1,2,1,27,21.57,5.41,0,66.2,60.68
Hebbal,2454,6,5,0,24,13.3,1.19,0,57.9,254.92
Whitefield,494,1,1,1,7,12.99,5.19,3,61.8,81.11
Koramangala,1954,4,5,2,25,5.79,10.76,0,86.3,284.83
Sarjapur Road,423,2,3,1,4,15.01,9.99,1,66.1,99.31
Bellandur,1697,3,3,0,28,23.84,11.71,4,79.0,128.83
Electronic City,1071,4,3,2,3,2.47,9.05,0,98.3,168.63
Yelahanka,2482,5,5,0,5,18.94,3.4,0,77.0,213.68
Whitefield,1000,1,2,0,10,21.8,2.1,2,60.2,110.4
Bellandur,400,1,2,3,29,24.67,2.32,0,63.9,35.29
Bellandur,1082,2,2,2,27,8.7,,0,81.8,137.34
Marathahalli,1310,1,1,2,4,9.21,4.71,0,81.7,130.16
Marathahalli,1116,2,2,0,28,6.13,5.09,3,62.1,93.82
Whitefield,1646,4,3,1,21,19.83,10.35,2,83.5,170.81
JP Nagar,880,2,1,2,13,3.93,8.77,0,73.0,114.46
Hebbal,599,1,2,1,29,7.06,2.67,4,98.8,111.25
Marathahalli,692,2,1,1,9,7.73,2.22,0,94.5,147.94
Electronic City,904,2,3,2,10,9.69,,0,89.4,116.49
Koramangala,899,3,2,1,2,10.83,11.45,0,42.1,134.96
Sarjapur Road,4507,6,5,2,22,14.2,2.38,0,62.8,369.52
HSR Layout,2393,3,4,3,7,23.74,11.43,0,74.4,250.27
Sarjapur Road,1751,4,3,2,20,6.56,5.27,3,71.3,194.01
Sarjapur Road,1534,3,3,2,4,19.59,10.89,0,85.8,167.59
HSR Layout,1415,2,1,2,27,17.07,9.06,1,94.5,149.54
Marathahalli,1419,3,4,3,19,3.34,10.88,0,87.2,182.86
Whitefield,1313,3,4,1,25,20.35,7.81,0,53.2,97.65
HSR Layout,1227,2,2,3,20,2.72,,0,69.1,147.27
Hebbal,400,1,1,1,27,18.6,0.91,1,63.6,57.52
Hebbal,980,2,2,2,9,18.04,7.6,0,86.0,118.43
Jayanagar,1051,1,1,2,26,17.39,0.89,2,93.7,109.2
Indiranagar,795,2,2,3,7,7.28,2.98,1,57.2,149.07
JP Nagar,884,2,3,3,20,14.55,2.63,3,69.3,101.11
Koramangala,1416,3,4,3,8,19.16,5.24,3,83.9,196.37
Yelahanka,1830,5,5,3,28,16.12,,1,43.0,158.33
Marathahalli,1415,3,2,2,27,20.21,10.95,1,97.8,128.8
JP Nagar,1805,3,2,2,28,17.35,11.25,0,88.0,170.42
HSR Layout,1823,5,6,0,14,7.22,11.79,1,72.6,246.16
Indiranagar,1018,3,2,3,0,4.25,9.21,3,86.7,219.1
Yelahanka,1602,3,3,3,22,15.98,11.07,2,90.2,133.23
Koramangala,459,1,1,1,4,19.11,9.53,3,69.6,84.28
Koramangala,971,2,1,1,14,3.99,10.95,0,66.4,165.17
Marathahalli,911,2,3,2,3,4.78,1.43,4,90.3,153.49
HSR Layout,2786,5,6,0,18,0.8,11.55,0,91.6,365.39
JP Nagar,1444,2,3,3,27,13.53,2.97,1,47.4,112.88
Whitefield,576,1,2,0,9,13.79,6.91,0,94.5,90.65
JP Nagar,1664,4,5,0,22,12.75,6.3,2,56.6,152.59
JP Nagar,1979,3,3,2,27,8.24,6.86,3,80.0,213.57
Koramangala,1142,2,1,0,1,10.98,8.48,2,82.6,196.49
Whitefield,1754,2,2,3,4,19.27,,1,56.8,167.15
Whitefield,400,2,3,2,17,4.95,8.33,0,58.3,92.82
Marathahalli,400,1,2,0,22,5.44,6.51,0,82.4,67.14
Yelahanka,628,1,1,2,5,16.84,0.34,1,50.5,60.09
Bellandur,1303,1,1,2,28,21.74,7.6,0,91.5,125.6
Sarjapur Road,2787,6,5,1,9,8.84,6.75,1,53.4,292.44
Sarjapur Road,646,1,1,2,14,23.35,7.11,1,61.1,52.86
Koramangala,750,2,1,0,22,1.91,0.22,1,56.0,102.22
Bellandur,1260,2,2,1,27,3.4,5.73,0,54.7,148.58
Yelahanka,915,2,3,3,8,11.77,10.52,2,98.7,117.61
Bellandur,887,2,2,3,12,18.23,4.12,0,55.2,90.98
Marathahalli,952,1,1,3,17,9.59,5.45,3,74.7,91.2
JP Nagar,2473,4,4,3,24,14.09,1.64,0,84.7,236.77
Koramangala,2217,4,4,3,6,1.2,5.51,0,42.5,280.04
Whitefield,1216,2,2,0,1,11.81,4.87,1,92.9,135.04
Hebbal,2981,6,5,2,15,6.44,10.62,3,49.2,299.09
Koramangala,1588,2,2,1,25,13.15,0.62,1,75.3,192.89
Sarjapur Road,2264,4,3,2,1,13.38,,2,78.5,227.87
Yelahanka,748,1,1,2,3,18.95,7.0,2,77.8,77.02
Bellandur,838,2,2,0,1,13.73,6.45,1,84.0,119.07
Yelahanka,833,1,1,0,16,15.55,10.66,3,95.9,66.64
Marathahalli,1144,2,1,0,5,13.48,2.45,1,95.6,153.33
Koramangala,1240,1,1,1,9,24.76,2.67,0,74.7,131.98
HSR Layout,1434,2,1,0,13,19.89,,1,62.2,147.02
Koramangala,3552,6,7,2,26,19.01,11.17,1,59.3,403.44
Whitefield,1784,3,2,1,14,15.87,10.09,0,93.2,177.77
Koramangala,904,3,3,0,20,13.45,0.69,2,91.2,152.36
Indiranagar,1198,2,3,0,11,8.95,7.89,0,57.7,140.76
Marathahalli,2746,6,5,0,18,19.71,5.52,0,49.1,195.47
Electronic City,1845,3,2,2,10,5.15,,0,91.7,191.23
Marathahalli,2726,4,5,0,0,1.4,2.07,2,76.5,296.05
Bellandur,920,1,2,2,24,17.61,11.06,1,58.8,101.26
Hebbal,811,2,1,1,7,4.05,4.16,0,76.6,121.79
Electronic City,818,2,3,0,21,22.64,4.01,2,44.0,44.89
Bellandur,962,2,2,3,5,19.38,2.31,0,51.4,109.76
Bellandur,669,1,1,3,11,15.25,,1,72.7,105.46
Whitefield,1412,3,3,2,19,8.19,,4,72.4,196.48
Whitefield,1425,3,2,0,15,16.13,1.95,1,54.8,124.76
Jayanagar,2506,6,6,0,28,12.18,8.91,1,98.9,340.04
JP Nagar,456,1,2,3,17,7.63,9.13,1,64.7,81.24
Sarjapur Road,714,3,3,1,11,23.65,9.97,2,82.5,101.27
JP Nagar,1869,4,5,1,19,4.47,0.26,1,55.5,189.98
JP Nagar,1327,3,3,2,29,18.96,4.35,2,65.5,149.7
Hebbal,1230,3,4,3,1,20.1,,0,89.9,190.03
Sarjapur Road,2405,2,2,2,28,23.82,6.19,0,90.9,180.85
HSR Layout,689,1,1,2,6,13.96,10.93,1,48.1,92.68
Electronic City,804,1,1,1,8,13.6,5.01,0,61.3,80.5
Yelahanka,753,3,4,3,28,23.05,10.51,1,52.2,73.41
JP Nagar,400,1,2,2,17,20.13,11.38,2,93.4,53.14
Hebbal,1291,2,2,1,8,19.21,,2,85.2,131.87
Jayanagar,900,2,3,1,24,19.83,0.32,4,73.8,116.97
Koramangala,802,1,2,0,7,12.58,8.93,0,79.0,130.98
Koramangala,726,1,1,3,0,1.51,7.03,1,94.8,196.1
Bellandur,1188,3,3,3,4,5.36,4.3,0,58.2,130.21
Sarjapur Road,773,1,2,0,15,16.25,,1,40.8,79.15
Bellandur,1356,3,4,2,13,10.21,1.16,0,41.6,120.46
Hebbal,1545,2,3,1,25,15.37,10.48,0,42.8,129.78
Indiranagar,1021,3,4,1,12,14.02,3.06,0,47.7,120.14
Indiranagar,983,2,1,1,28,11.25,1.35,1,74.3,158.84
Jayanagar,1329,1,2,0,10,6.25,,1,98.9,190.79
Yelahanka,1181,2,3,1,19,18.11,5.92,2,65.2,101.06
Whitefield,2494,5,4,2,22,22.77,,0,82.7,244.57
Whitefield,1430,2,2,2,12,19.36,10.84,2,87.5,142.04
Sarjapur Road,2192,4,4,0,26,3.44,4.71,1,88.1,194.92
Sarjapur Road,1679,3,2,2,14,13.68,0.84,0,66.6,125.1
JP Nagar,581,2,2,3,29,20.97,3.19,1,73.0,73.87
Indiranagar,883,2,2,3,23,14.98,0.8,1,59.7,115.83
JP Nagar,1169,2,1,1,29,11.27,1.96,1,81.3,138.1
Whitefield,1935,4,5,1,25,7.47,10.22,1,63.0,198.25
Electronic City,3465,5,4,3,26,8.59,11.31,1,58.7,271.67
Electronic City,919,3,2,2,15,6.43,8.19,0,77.6,126.62
Sarjapur Road,1237,5,4,0,12,5.3,8.84,0,60.5,177.8
Bellandur,1863,3,2,1,7,14.93,,2,64.5,182.73
Whitefield,1162,2,1,1,17,12.98,1.66,2,82.7,127.32
Electronic City,2964,6,7,3,18,18.5,0.76,0,91.2,274.14
Whitefield,572,2,2,3,28,8.04,8.44,1,66.1,83.09
Marathahalli,1742,3,2,0,25,11.79,0.64,0,71.3,118.24
Koramangala,1733,2,3,1,14,17.17,9.78,0,84.8,169.92
Indiranagar,2261,6,5,2,9,24.1,7.18,1,53.5,289.67
JP Nagar,1242,3,4,2,22,9.05,1.54,0,64.9,158.3
Whitefield,1959,4,4,3,3,7.81,7.98,1,88.7,234.17
Koramangala,1046,1,2,0,5,11.51,7.35,3,93.7,200.01
Marathahalli,772,1,2,3,7,18.23,4.64,2,78.7,106.77
JP Nagar,713,1,1,0,23,24.06,9.85,2,63.6,27.65
Whitefield,543,2,2,2,6,13.65,3.79,1,76.4,110.78
Sarjapur Road,941,2,3,0,28,20.4,4.66,0,50.7,47.23
Koramangala,1424,3,2,2,11,11.88,8.42,3,41.8,208.7
JP Nagar,1070,1,1,0,17,1.48,9.07,3,44.5,115.48
Whitefield,1338,3,3,3,17,22.41,3.43,0,46.5,139.94
Koramangala,2367,5,4,2,18,7.6,0.4,2,53.5,308.21
Marathahalli,903,1,1,1,3,3.9,2.28,3,67.7,113.15
Whitefield,4347,6,7,1,0,24.91,3.31,1,53.9,374.78
Whitefield,1818,4,5,2,4,9.01,,1,75.1,199.84
Whitefield,1077,2,1,1,29,3.85,,2,99.9,138.55
Jayanagar,1063,1,1,2,6,8.13,8.0,0,69.9,140.18
Yelahanka,689,1,1,3,27,13.09,8.57,1,85.4,74.59
Jayanagar,1183,1,1,3,25,2.65,7.53,1,57.5,129.1
Sarjapur Road,400,1,2,0,10,9.14,9.39,1,97.8,71.22
Marathahalli,2394,5,4,1,20,16.89,4.34,1,54.9,206.68
Jayanagar,400,2,3,1,29,22.94,,1,75.8,45.77
JP Nagar,1228,2,2,1,22,10.24,8.11,1,99.0,128.39
Hebbal,640,1,1,2,20,14.33,5.73,0,88.5,60.41
Yelahanka,816,1,2,3,10,16.08,9.32,1,99.5,88.65
Bellandur,876,1,1,1,9,2.23,,2,62.8,115.44
Hebbal,3461,6,6,0,23,8.88,8.03,0,44.7,315.35
Yelahanka,654,2,1,1,6,17.26,1.08,2,54.6,69.26
Indiranagar,1984,4,3,0,15,18.52,7.4,1,97.5,277.53
Indiranagar,2272,4,5,1,29,9.22,8.42,0,62.2,280.32
Whitefield,400,1,1,1,0,0.67,,2,47.5,96.54
Yelahanka,855,2,2,3,26,0.67,4.0,0,75.6,81.99
Bellandur,2715,4,4,0,0,13.68,7.23,0,70.0,262.95
Yelahanka,582,1,1,1,11,14.01,8.54,3,43.7,53.83
Sarjapur Road,2320,3,4,0,15,14.12,,1,67.2,218.76
Hebbal,1188,2,1,0,4,18.18,9.2,1,78.0,113.18
Sarjapur Road,1160,3,2,3,13,23.07,1.78,1,54.0,108.36
Bellandur,1247,2,1,3,17,24.76,4.31,2,47.5,96.05
Yelahanka,1449,2,2,0,8,17.68,1.96,3,91.9,140.64
Koramangala,709,1,2,3,1,13.09,9.13,2,77.5,122.4
Sarjapur Road,1040,2,2,1,11,3.95,3.34,1,49.3,114.52
Sarjapur Road,1471,3,2,1,24,9.91,1.66,2,77.7,180.82
Electronic City,1323,3,2,3,9,14.53,1.34,3,84.1,131.47
Yelahanka,1454,2,3,0,1,25.0,1.55,0,75.9,132.61
Sarjapur Road,808,1,1,1,14,3.61,3.12,4,47.0,84.29
Jayanagar,1699,5,4,2,3,19.93,9.43,1,47.5,211.13
Marathahalli,1286,1,1,0,18,24.97,3.01,1,42.7,64.44
Yelahanka,503,1,2,0,21,20.23,,0,54.0,25.0
Indiranagar,896,3,2,2,3,19.3,,2,43.6,117.69
Electronic City,733,1,1,2,24,6.84,5.42,0,88.3,90.81
Sarjapur Road,728,3,3,0,8,0.58,6.2,2,40.9,101.03
Electronic City,923,1,1,2,12,6.04,0.23,2,74.9,84.23
Indiranagar,1682,1,1,3,9,19.85,1.17,0,88.6,191.32
Bellandur,850,1,1,3,13,3.13,8.94,2,93.7,102.11
Bellandur,1358,2,3,0,24,7.75,4.13,1,64.6,127.48
Hebbal,1241,1,2,3,2,14.28,1.96,1,77.3,140.56
Yelahanka,782,1,1,1,2,14.71,5.26,3,97.1,76.3
Indiranagar,993,3,3,3,19,13.8,0.73,0,80.3,176.1
HSR Layout,1931,3,2,3,15,24.53,8.57,1,94.1,203.57
Hebbal,1303,2,1,2,8,0.8,1.15,1,81.1,157.87
HSR Layout,1623,4,3,3,13,12.45,0.85,0,44.1,183.68
Yelahanka,2416,4,5,0,21,12.86,5.15,1,51.8,176.03
Whitefield,1524,3,4,3,15,7.69,7.13,4,96.4,212.14
Electronic City,417,1,1,3,8,13.36,9.21,2,90.7,48.26
Electronic City,1393,2,1,0,23,17.0,1.04,3,65.4,130.43
Bellandur,854,1,1,0,22,16.98,4.15,1,49.7,57.9
HSR Layout,3248,6,7,2,28,2.65,3.37,1,49.4,364.41
Jayanagar,1495,2,1,1,4,20.16,8.98,2,94.3,166.35
JP Nagar,864,1,2,3,12,23.3,4.56,2,50.0,72.82
Sarjapur Road,1639,3,2,1,14,3.53,7.61,1,63.2,161.66
Sarjapur Road,1261,3,2,2,24,10.71,5.97,1,94.0,153.74
Sarjapur Road,466,1,1,0,3,13.04,6.92,1,42.0,77.01
Bellandur,1929,3,3,0,13,3.8,4.51,3,77.8,219.79
Indiranagar,960,3,3,0,19,12.83,3.02,0,61.0,136.16
Jayanagar,2621,4,3,2,23,5.57,0.9,2,46.5,279.41
Koramangala,1121,2,2,3,19,23.42,2.25,0,74.1,89.32
HSR Layout,2648,4,3,2,6,11.49,2.24,1,69.1,278.63
Jayanagar,1516,4,5,0,3,24.88,11.23,2,46.0,145.4
Hebbal,2051,4,5,3,26,1.64,11.26,1,56.0,244.46
HSR Layout,916,2,1,0,16,3.63,3.22,1,84.4,152.5
Jayanagar,1457,2,2,0,25,11.36,1.45,2,85.4,184.88
JP Nagar,464,2,2,2,8,21.92,3.52,1,75.9,58.92
Jayanagar,1119,3,4,2,3,14.1,9.6,2,46.6,135.64
Jayanagar,530,1,1,1,2,18.44,10.48,2,91.2,119.49
Jayanagar,640,1,1,0,18,10.88,,2,50.4,119.23
Electronic City,735,1,1,3,8,1.49,,2,83.3,113.17
Whitefield,1726,2,3,0,7,16.37,5.61,0,42.6,168.76
Yelahanka,1107,3,4,3,25,16.03,,3,59.9,104.16
Hebbal,1221,2,2,1,6,2.25,0.79,0,68.7,150.54
Hebbal,1090,2,1,0,6,4.69,7.53,1,41.7,150.54
Electronic City,2174,3,2,3,3,12.17,9.63,0,50.3,167.77
Indiranagar,1203,3,2,3,18,11.44,9.04,2,59.1,195.79
Yelahanka,1376,3,2,1,11,18.93,10.82,1,99.0,125.84
HSR Layout,877,1,2,2,19,9.99,9.8,1,86.8,115.87
Indiranagar,2258,2,2,1,5,16.75,3.59,1,90.4,281.78
Yelahanka,2353,4,5,3,11,17.76,1.58,3,80.1,205.18
JP Nagar,1176,3,3,1,28,16.3,5.28,0,57.5,101.53
JP Nagar,870,2,1,2,29,15.11,,2,82.6,133.06
Marathahalli,493,1,1,0,19,20.24,8.8,1,80.4,56.68
Koramangala,744,1,1,1,3,16.6,1.0,0,76.6,106.69
JP Nagar,400,1,1,1,1,20.94,11.33,1,57.9,37.81
HSR Layout,727,2,1,0,14,16.1,11.49,2,55.8,95.91
Whitefield,1460,2,3,1,29,4.39,1.24,1,60.2,98.5
Sarjapur Road,1167,2,2,2,22,8.08,5.32,0,58.7,108.17
Marathahalli,4306,6,7,3,5,8.59,10.81,2,44.7,386.48
Sarjapur Road,978,3,2,1,17,2.8,2.41,4,88.1,128.07
Hebbal,937,2,2,0,20,17.46,8.37,2,62.2,103.9
Jayanagar,2153,4,4,0,21,15.08,8.59,0,82.4,257.95
Koramangala,416,1,1,1,4,14.95,2.96,3,56.8,73.14
Hebbal,531,1,1,0,3,12.22,,1,76.1,88.2
Yelahanka,1729,3,4,3,10,13.81,8.04,1,42.1,132.34
Hebbal,1078,1,2,3,10,0.7,7.48,1,46.4,109.15
Bellandur,1091,3,4,0,8,2.86,7.87,2,61.9,188.56
JP Nagar,717,2,3,1,2,17.24,,0,56.1,97.75
Whitefield,1369,3,3,1,10,6.91,7.32,1,61.2,153.35
Koramangala,769,1,2,0,1,3.14,,2,95.8,166.64
Sarjapur Road,1249,3,3,3,8,8.55,5.54,3,44.4,157.66
Marathahalli,635,1,1,3,23,6.73,9.37,2,67.8,44.13
JP Nagar,1085,1,2,1,24,1.22,4.78,1,51.9,103.67
HSR Layout,3655,6,5,3,9,10.56,4.37,0,61.4,360.69
JP Nagar,950,1,2,2,10,1.16,6.58,0,80.6,142.06
Marathahalli,1116,3,2,3,2,0.51,,1,98.4,184.49
Marathahalli,1074,2,1,1,16,19.92,,1,81.7,96.0
Bellandur,1321,2,1,3,10,8.22,5.45,0,93.1,169.55
JP Nagar,1552,2,1,3,16,14.41,3.34,0,48.8,134.95
Hebbal,1382,3,2,0,18,7.79,8.22,1,50.9,174.42
JP Nagar,1399,1,1,2,3,23.29,,0,92.6,144.08
Jayanagar,1086,1,1,0,1,18.36,8.37,0,76.5,107.11
Bellandur,1268,3,4,3,23,9.54,1.92,3,87.5,158.04
Indiranagar,1067,2,2,3,13,5.66,3.31,0,53.4,161.46
Indiranagar,443,1,1,0,28,3.88,2.63,1,60.9,37.93
Jayanagar,5100,6,6,2,14,19.18,,1,44.9,512.45
Yelahanka,1791,3,3,1,27,11.6,1.26,1,93.7,155.78
Indiranagar,700,1,1,0,2,6.18,3.17,1,97.4,127.57
Jayanagar,1362,1,1,3,28,23.03,6.19,0,91.4,129.27
Electronic City,572,1,1,3,29,10.06,1.24,1,66.2,100.25
Hebbal,914,2,2,1,19,13.82,0.33,0,60.5,87.61
JP Nagar,531,2,1,3,21,21.52,8.36,0,67.8,30.02
Hebbal,1167,1,2,3,25,20.92,7.44,2,78.3,100.11
Jayanagar,503,1,1,1,12,16.13,0.3,4,65.9,49.46
Whitefield,1486,3,4,3,21,22.27,0.77,0,65.3,142.24
JP Nagar,1746,3,2,3,12,23.83,2.79,1,65.9,138.5
Electronic City,761,1,1,2,17,23.41,10.89,0,84.7,73.67
Electronic City,1311,4,5,0,21,9.05,7.9,0,87.2,150.28
Hebbal,740,2,1,2,19,10.23,9.7,3,92.2,106.92
Sarjapur Road,1590,3,2,2,20,6.39,9.16,2,54.6,128.15
JP Nagar,822,1,1,3,6,21.0,11.8,1,49.5,77.03
Koramangala,1852,3,2,0,22,3.48,,1,60.7,224.84
Electronic City,443,1,1,0,15,9.2,0.99,2,65.2,27.26
Whitefield,690,1,1,3,15,0.74,0.47,0,82.1,89.3
Bellandur,652,1,1,2,21,15.07,6.07,2,85.5,55.39
Yelahanka,1342,1,1,2,25,16.63,3.41,0,99.0,83.99
Sarjapur Road,1628,3,4,2,5,6.6,6.15,1,62.7,176.62
Bellandur,1400,2,2,0,5,18.55,1.27,1,64.2,125.14
Sarjapur Road,907,2,1,3,3,9.85,10.92,2,72.5,97.6
Whitefield,400,1,2,0,2,8.14,9.33,0,89.2,94.64
Hebbal,1226,1,1,2,0,23.93,6.71,2,79.7,136.62
Marathahalli,1851,4,4,0,2,14.92,5.69,2,74.4,208.77
JP Nagar,5241,6,5,0,18,6.68,5.73,0,78.9,484.36
Jayanagar,950,1,2,3,8,24.59,,0,67.9,109.49
HSR Layout,832,1,2,3,13,9.99,,1,85.5,106.58
Koramangala,1431,2,2,0,18,16.37,5.89,0,44.5,127.8
Bellandur,1042,2,1,1,23,18.23,8.22,0,70.5,101.12
JP Nagar,2420,6,7,3,23,10.85,9.23,1,88.4,284.17
Koramangala,769,1,1,1,18,13.63,7.79,1,58.2,72.93
Marathahalli,1047,2,2,3,25,6.37,4.82,2,90.6,143.42
HSR Layout,1943,2,1,2,25,11.91,5.09,0,87.0,172.78
Koramangala,1422,3,4,1,27,8.11,1.36,0,74.8,166.6
Koramangala,2273,5,4,2,12,13.91,5.09,1,55.1,292.84
Bellandur,944,2,1,2,21,16.91,9.47,0,91.7,95.85
Indiranagar,2404,4,3,0,15,15.54,0.98,1,41.8,263.18
HSR Layout,481,2,3,2,27,19.53,2.27,1,75.6,62.21
JP Nagar,491,1,1,2,7,1.52,10.14,0,87.0,102.07
Marathahalli,2425,5,4,2,23,2.43,6.9,0,69.1,228.6
HSR Layout,1205,1,1,2,25,5.53,8.12,1,46.2,111.68
Hebbal,1991,4,5,0,15,24.65,3.99,4,90.0,237.03
Whitefield,1267,2,1,0,25,20.11,5.97,1,94.5,108.54
Hebbal,1195,2,2,2,8,23.14,9.19,2,73.8,137.08
Indiranagar,578,1,1,1,8,7.17,10.54,4,87.2,168.33
Whitefield,1182,3,3,3,23,14.56,11.7,0,76.6,110.09
Marathahalli,2538,4,3,1,22,14.09,10.24,4,74.4,249.1
Bellandur,1238,2,1,2,25,14.45,1.0,2,47.8,87.16
Bellandur,1746,4,3,0,2,18.08,,1,66.2,174.73
Marathahalli,1720,3,3,2,6,10.15,9.04,2,80.7,157.76
Sarjapur Road,688,1,1,2,19,17.09,5.13,0,67.3,51.78
Marathahalli,1923,3,2,0,17,19.82,5.35,0,77.1,166.15
Hebbal,1010,2,1,1,29,7.58,,2,93.7,141.65
Indiranagar,1040,2,2,3,23,23.67,10.03,0,62.0,131.66
Electronic City,3804,6,5,2,1,13.19,,1,89.7,281.57
Bellandur,1667,2,3,0,0,18.45,4.38,0,41.7,115.71
Yelahanka,845,1,1,3,11,18.36,2.89,2,91.2,88.0
Indiranagar,1243,2,3,3,15,14.35,4.43,2,46.4,170.88
Jayanagar,1224,2,1,3,11,8.41,8.48,2,59.3,173.33
Indiranagar,3033,5,5,0,20,16.84,,1,70.8,376.92
Indiranagar,1226,2,2,2,9,2.64,0.85,0,79.0,183.56
Koramangala,4042,6,5,0,28,24.55,9.65,0,97.2,419.47
Indiranagar,588,1,2,2,8,5.01,0.95,2,58.4,123.21
Bellandur,1179,3,3,1,20,7.25,11.95,2,45.1,104.83
Electronic City,789,2,2,3,26,23.88,10.37,0,67.5,41.28
Electronic City,914,2,2,2,17,5.07,,1,60.7,93.03
Indiranagar,925,1,1,1,25,4.67,10.03,2,76.0,134.85
Jayanagar,811,3,3,0,3,20.21,1.39,0,95.4,146.31
Whitefield,3108,5,4,3,7,6.66,5.14,4,78.6,323.2
Bellandur,2624,5,5,2,22,2.82,10.91,2,74.7,260.01
Bellandur,1497,3,4,3,20,6.05,1.27,0,54.8,165.15
Jayanagar,924,1,1,3,3,22.27,3.8,1,55.9,74.74
HSR Layout,824,2,1,3,29,7.37,,3,66.2,107.53
Hebbal,1805,4,3,0,15,17.53,5.51,1,93.5,216.43
Jayanagar,1415,5,6,3,20,10.18,11.34,2,74.8,235.26
Jayanagar,1108,3,3,2,22,6.92,4.86,1,69.7,143.54
JP Nagar,1616,3,4,0,20,4.03,3.02,2,72.6,163.42
Sarjapur Road,1959,4,5,1,7,24.32,5.45,2,90.0,231.81
Jayanagar,1103,2,3,2,6,13.27,4.87,1,80.7,177.67
Sarjapur Road,778,1,2,0,22,3.31,7.55,1,95.6,104.62
Whitefield,580,1,1,2,24,5.37,,1,74.9,98.58
Sarjapur Road,1377,3,2,2,23,10.48,6.71,0,51.8,122.13
HSR Layout,3952,6,5,1,12,13.83,5.65,0,41.1,418.99
Jayanagar,651,1,1,0,27,4.95,7.21,2,59.0,78.42
Jayanagar,2197,2,3,3,7,7.3,11.76,0,43.8,275.1
Marathahalli,828,3,3,2,21,19.7,7.57,0,64.4,90.1
Sarjapur Road,925,1,2,2,6,10.73,,0,51.3,70.37
Bellandur,1985,2,3,2,23,0.53,10.97,1,64.3,198.43
Jayanagar,1043,1,1,2,28,1.82,7.17,1,64.0,136.09
Hebbal,1376,4,4,2,4,11.26,,2,56.6,181.44
Marathahalli,1361,3,4,0,25,1.97,,3,79.2,151.1
Sarjapur Road,828,1,2,2,17,4.76,1.62,0,66.0,99.84
Bellandur,1963,3,4,2,29,18.33,11.54,2,93.6,210.36
Bellandur,1160,2,3,2,22,12.27,1.04,2,44.6,99.63
Indiranagar,559,2,2,3,25,12.32,9.22,0,64.6,94.26
Electronic City,735,1,1,3,18,15.16,4.18,0,86.6,55.05
Whitefield,400,1,1,0,9,19.82,1.16,0,69.7,53.69
HSR Layout,1235,3,4,2,10,4.39,5.32,1,98.0,188.44
Koramangala,2459,4,3,2,7,4.74,0.2,3,50.5,312.32
Jayanagar,675,1,1,1,5,3.47,9.84,2,59.0,133.36
JP Nagar,1656,3,2,3,10,23.45,,0,47.0,150.13
Sarjapur Road,1521,1,1,1,15,14.64,5.53,1,54.8,111.72
Sarjapur Road,794,2,1,2,29,2.77,9.98,0,80.4,75.52
Marathahalli,2794,5,4,2,3,5.91,6.33,1,69.2,273.35
Marathahalli,1033,1,2,1,1,18.28,7.22,1,49.7,83.0
JP Nagar,3625,5,6,0,12,1.21,9.81,2,68.5,354.75
Sarjapur Road,488,1,2,0,6,18.28,8.7,1,90.8,79.62
Yelahanka,1035,2,2,1,16,22.83,7.98,1,66.4,69.43
HSR Layout,1105,2,1,2,22,1.88,8.51,1,40.8,107.7
Sarjapur Road,1173,3,2,1,12,5.07,3.3,2,43.3,135.27
Jayanagar,1779,3,3,3,9,0.56,1.58,1,66.3,267.32
Electronic City,6000,6,5,0,12,3.17,7.55,1,75.6,442.12
JP Nagar,1541,3,4,1,9,15.62,2.84,0,93.2,178.87
Jayanagar,1216,1,2,0,6,1.6,0.76,2,98.9,211.6
Yelahanka,657,1,1,3,9,10.93,3.2,1,98.8,81.04
