location,area_sqft,bedrooms,bathrooms,balconies,age_years,distance_to_it_hub_km,nearest_metro_km,parking_spaces,amenity_score,price_lakh
Bellandur,823,1,1,2,31,27.8,4.22,1,93.8,319.4
Jayanagar,900,3,4,3,9,22.8,,3,56.9,364.11
Whitefield,3598,6,5,0,24,7.25,0.46,1,75.5,612.39
Indiranagar,1090,3,4,2,6,12.22,2.44,1,63.7,514.41
Marathahalli,616,4,5,2,10,23.8,9.78,2,83.0,313.42
Yelahanka,963,1,2,2,6,0.8,8.92,2,92.3,328.81
Marathahalli,783,1,2,3,21,19.54,5.64,2,64.6,207.15
Bellandur,945,3,4,1,30,22.28,14.02,2,98.1,291.0
Sarjapur Road,450,2,3,1,10,13.77,8.44,3,99.8,185.48
HSR Layout,1061,2,2,1,19,27.4,1.59,2,51.7,382.0
HSR Layout,799,1,1,1,13,17.71,1.01,0,45.6,368.22
HSR Layout,2672,5,6,2,1,13.19,0.9,1,77.1,708.87
Yelahanka,2331,4,4,3,7,22.38,12.41,0,95.8,349.43
Jayanagar,852,3,4,2,7,17.49,4.14,0,55.9,342.53
HSR Layout,455,1,1,0,24,20.38,1.41,1,40.4,256.46
Jayanagar,775,4,5,0,5,17.38,8.31,2,75.0,357.29
JP Nagar,2184,2,3,1,17,25.15,,0,49.5,311.27
Yelahanka,1087,1,1,1,20,27.77,4.81,1,49.7,254.55
Marathahalli,528,2,3,3,32,25.42,1.79,1,38.9,346.79
Whitefield,1208,1,1,1,12,23.07,5.23,3,76.7,214.55
Indiranagar,2342,2,3,0,5,5.48,,2,56.1,591.4
Jayanagar,955,2,1,3,34,7.53,8.96,0,69.7,516.7
Whitefield,842,2,1,0,31,26.53,4.27,1,87.5,277.62
Indiranagar,784,1,2,1,31,26.24,14.52,0,79.6,418.91
Koramangala,979,1,1,1,4,24.94,8.28,2,38.9,233.07
Hebbal,1362,1,1,2,16,6.57,13.37,1,63.0,417.18
Indiranagar,2811,4,3,1,12,12.75,,2,59.5,752.69
HSR Layout,1400,3,2,2,20,6.79,7.17,3,97.0,344.48
Whitefield,2037,4,5,2,5,29.78,6.6,2,51.0,417.85
Marathahalli,1418,3,2,0,17,17.11,7.8,0,48.7,289.74
JP Nagar,656,1,1,1,20,24.22,9.13,0,46.9,264.64
Yelahanka,2884,4,3,2,25,5.4,12.36,0,95.9,506.74
JP Nagar,679,1,2,3,15,18.5,8.97,1,91.2,145.09
Bellandur,807,1,1,2,24,10.87,8.14,1,47.3,246.6
Indiranagar,1870,3,3,1,25,19.41,12.45,0,88.5,522.87
JP Nagar,1584,3,4,1,34,19.62,12.28,0,57.7,274.07
Whitefield,612,2,3,3,29,6.03,6.43,3,69.7,389.76
Whitefield,508,1,1,2,23,21.07,1.46,2,86.6,303.77
Whitefield,2193,5,4,2,19,24.47,,1,59.5,314.02
Indiranagar,2328,2,3,0,24,9.22,7.36,0,47.2,696.85
JP Nagar,1291,3,2,1,33,18.24,5.31,0,81.2,469.57
Sarjapur Road,634,1,2,2,33,19.9,9.65,2,82.0,186.21
Hebbal,1207,2,2,0,12,4.28,10.47,0,42.1,356.31
Koramangala,2807,4,5,2,24,21.82,,2,79.9,626.52
Bellandur,1476,4,5,1,15,13.69,1.25,0,38.7,426.08
Koramangala,792,3,2,3,16,29.19,6.63,0,71.8,304.07
Jayanagar,2008,5,6,1,5,22.22,14.73,2,78.7,522.68
Electronic City,4265,6,7,3,33,19.57,6.65,1,88.3,444.63
Bellandur,4776,6,7,3,22,27.85,7.33,0,93.9,776.28
Whitefield,1690,3,3,1,27,4.64,,2,93.4,355.7
Marathahalli,1160,3,4,0,16,13.38,6.29,0,81.5,375.6
Koramangala,455,2,1,2,14,2.99,11.07,1,70.5,375.75
Sarjapur Road,742,1,1,2,23,26.43,4.61,1,74.9,189.19
HSR Layout,2761,6,7,0,30,7.83,2.34,0,39.3,577.09
Jayanagar,1997,3,4,3,9,27.98,0.42,0,70.1,385.17
Electronic City,1348,3,3,2,18,11.7,3.67,1,83.3,256.52
Indiranagar,700,1,1,3,33,10.21,0.99,0,41.3,366.21
Sarjapur Road,1964,3,2,3,30,11.98,,2,86.2,433.49
HSR Layout,1786,3,2,3,34,19.94,,0,96.0,432.97
HSR Layout,1676,3,3,0,18,8.86,,1,69.1,481.09
Electronic City,734,1,1,1,24,17.72,8.32,2,76.1,257.01
Electronic City,773,2,1,2,24,15.93,14.94,1,67.1,152.93
Bellandur,515,1,2,3,22,1.51,11.42,1,42.7,250.77
Jayanagar,450,1,2,1,19,13.4,5.21,2,65.0,335.04
JP Nagar,848,1,1,3,28,25.92,7.35,4,39.6,232.54
Bellandur,1386,1,1,2,5,19.63,1.26,1,60.1,486.6
Hebbal,885,1,2,2,21,26.51,3.16,1,54.1,275.46
Marathahalli,2488,5,5,2,23,29.23,14.94,1,93.3,389.66
Jayanagar,519,1,1,2,21,7.79,8.19,1,39.4,196.03
Electronic City,2826,4,4,3,17,26.41,6.27,2,89.3,430.6
JP Nagar,2065,5,4,1,10,29.6,2.21,0,93.2,429.08
Indiranagar,533,4,3,3,24,14.79,,4,41.3,300.32
Yelahanka,6424,6,6,3,15,29.0,14.03,3,69.1,654.33
Hebbal,1034,2,1,1,27,3.66,6.95,0,66.7,269.87
Whitefield,624,1,1,3,22,4.65,8.6,2,83.6,182.52
Hebbal,641,2,2,0,8,2.32,10.21,3,68.7,393.96
JP Nagar,879,1,1,2,20,3.37,1.42,0,35.6,208.63
Jayanagar,949,2,1,3,28,10.32,12.59,2,42.5,320.75
HSR Layout,822,1,1,3,18,7.24,5.6,0,66.3,299.31
HSR Layout,1451,3,4,3,31,1.97,2.34,0,90.4,510.69
Hebbal,2693,4,4,2,28,14.57,8.06,0,74.9,555.92
Indiranagar,777,1,2,3,22,20.25,6.8,3,41.9,436.83
Electronic City,1430,2,2,2,28,21.91,4.84,0,81.5,274.57
Electronic City,2427,6,6,3,4,20.48,3.7,2,67.3,346.34
Bellandur,860,1,1,1,11,21.11,10.93,1,92.7,334.53
Koramangala,761,4,3,1,16,25.49,12.31,2,83.5,430.26
Electronic City,1341,2,1,3,17,7.35,,1,83.6,266.72
Whitefield,450,2,1,2,13,2.62,1.19,1,35.2,250.01
Bellandur,1150,1,2,1,3,19.33,7.19,0,97.0,425.16
Koramangala,4496,6,6,2,26,27.75,,4,73.8,767.72
Koramangala,900,3,3,1,30,23.16,12.9,1,71.3,217.9
Bellandur,3528,6,6,0,22,11.84,6.05,1,37.3,697.29
Yelahanka,1566,3,4,2,6,15.99,3.76,2,77.4,312.78
HSR Layout,1035,1,1,3,3,14.06,4.18,2,99.7,425.47
Marathahalli,1394,2,1,2,5,21.28,7.5,2,43.8,345.05
Sarjapur Road,1603,2,2,1,34,26.05,8.38,0,67.8,330.77
HSR Layout,795,1,2,3,2,26.46,12.47,1,59.1,315.31
Yelahanka,464,1,2,2,13,15.69,,1,86.3,203.84
HSR Layout,1005,3,3,0,5,9.22,9.41,2,58.6,412.07
Indiranagar,762,1,1,0,2,28.34,,1,84.3,439.84
Electronic City,1789,3,4,3,33,14.18,7.8,0,84.5,296.33
Hebbal,1867,3,3,3,23,7.09,,2,56.7,536.6
Bellandur,900,3,3,2,33,27.72,10.61,1,96.0,373.92
Sarjapur Road,1687,2,1,0,4,14.77,4.84,0,71.0,449.16
HSR Layout,1578,1,1,1,15,3.97,4.14,2,84.3,442.26
Indiranagar,450,1,1,0,23,25.35,0.83,1,47.0,325.83
Marathahalli,2250,3,3,3,10,12.08,9.86,3,47.9,317.86
Jayanagar,493,2,1,1,10,1.04,2.41,1,87.0,295.79
HSR Layout,1032,1,1,3,11,6.27,13.0,4,41.6,370.9
Bellandur,3406,6,7,2,33,18.37,10.23,1,81.2,512.5
JP Nagar,2065,5,5,0,28,10.16,,3,39.8,570.95
Koramangala,506,1,2,0,26,29.0,5.5,4,95.2,306.83
Jayanagar,1255,2,3,1,3,26.84,5.21,2,35.8,300.89
Koramangala,1235,2,2,3,31,28.93,5.89,1,38.1,324.59
Marathahalli,1433,3,4,2,28,27.68,11.26,0,54.8,293.79
Whitefield,493,2,3,0,8,1.03,1.44,1,52.3,316.44
JP Nagar,4972,6,7,3,25,9.75,9.27,2,74.4,734.19
Whitefield,1595,2,3,0,6,20.49,,1,86.0,262.55
Jayanagar,1305,3,2,0,15,24.29,4.83,2,40.7,407.93
Whitefield,2222,4,5,1,19,19.62,3.26,2,82.8,492.98
HSR Layout,1063,1,2,0,7,8.8,10.77,4,98.3,383.53
Bellandur,1797,1,2,1,2,3.53,3.54,1,71.4,393.87
JP Nagar,740,1,1,0,8,27.3,7.96,2,85.8,216.28
Yelahanka,783,3,3,3,30,1.58,4.67,1,59.9,277.91
Bellandur,1720,3,2,0,7,20.37,5.82,0,58.0,374.48
Electronic City,1205,2,2,2,20,2.2,10.03,0,38.5,375.07
Electronic City,1165,1,2,1,10,17.26,8.67,1,43.1,322.81
Hebbal,1525,3,2,3,7,17.26,10.06,4,55.0,355.25
Marathahalli,561,1,2,1,34,9.43,11.97,2,52.8,268.78
Marathahalli,450,1,2,1,9,10.42,4.19,0,58.8,305.22
Koramangala,1010,4,3,2,18,15.95,4.64,2,51.7,516.67
Bellandur,494,1,1,3,21,6.08,10.42,3,83.1,328.04
Sarjapur Road,1514,3,2,2,11,16.73,8.14,2,60.9,391.55
Yelahanka,2464,6,6,1,19,22.64,1.44,0,61.3,370.42
Sarjapur Road,1059,2,1,0,0,28.08,3.25,0,71.7,437.98
Whitefield,478,1,2,1,5,12.88,3.06,2,85.1,281.05
HSR Layout,1104,1,1,3,21,14.2,13.25,3,42.2,284.57
Yelahanka,689,1,2,0,1,23.61,8.74,2,75.5,206.07
Marathahalli,2525,5,4,0,30,16.95,6.32,1,37.0,450.99
HSR Layout,1205,3,3,0,27,26.9,11.96,2,97.2,296.41
Hebbal,2625,4,4,1,18,0.69,6.95,1,72.2,581.39
Bellandur,705,2,3,1,11,11.32,13.07,2,82.0,229.63
Koramangala,1183,2,1,1,22,11.55,3.57,2,50.3,440.87
JP Nagar,732,2,3,1,7,16.06,3.71,2,36.7,366.26
Electronic City,1648,3,2,0,34,5.75,10.01,1,85.4,402.06
Marathahalli,990,2,2,3,32,28.33,4.59,2,50.0,221.73
Electronic City,751,1,2,2,11,28.29,8.05,2,73.8,402.66
Koramangala,479,1,1,0,31,3.16,,2,51.3,255.33
Indiranagar,2070,3,3,3,13,12.07,8.31,4,83.4,529.89
Indiranagar,1795,2,1,0,24,29.72,13.45,1,48.9,498.83
Indiranagar,835,2,1,1,4,17.45,13.67,0,99.6,364.0
Jayanagar,737,1,2,2,21,4.17,7.96,0,40.0,367.96
Jayanagar,1645,3,3,3,19,11.89,0.29,2,87.7,418.79
Sarjapur Road,2715,3,3,1,6,7.0,8.66,1,88.4,629.5
Sarjapur Road,450,1,2,1,0,15.99,,2,55.2,215.82
Jayanagar,2504,4,5,1,17,15.25,6.9,1,86.7,669.5
Hebbal,1474,3,2,2,9,15.45,5.18,0,99.6,409.92
Yelahanka,1657,4,5,2,27,20.68,13.62,4,51.0,416.3
Yelahanka,904,1,1,1,23,13.56,8.05,3,66.6,269.63
Bellandur,627,1,1,1,25,3.85,14.21,1,89.2,293.25
Bellandur,1468,3,4,2,11,20.48,9.63,0,81.3,467.16
Hebbal,450,1,2,2,24,15.94,0.74,1,49.2,202.71
Yelahanka,2805,4,4,3,3,22.8,2.76,0,75.1,423.27
Bellandur,1652,2,3,1,26,6.29,,0,74.5,341.63
Hebbal,617,2,3,3,4,26.34,9.32,3,50.8,255.87
Yelahanka,1762,4,5,0,34,17.07,5.07,2,35.3,446.1
Indiranagar,453,1,2,3,27,23.04,0.96,3,61.6,259.36
Whitefield,1800,1,1,0,5,11.69,2.99,2,63.7,547.37
Yelahanka,1993,3,2,3,7,20.86,1.79,1,94.9,360.49
Yelahanka,1240,2,3,1,9,13.94,3.85,3,98.6,167.58
Bellandur,1751,3,4,0,0,11.32,0.97,0,44.4,395.39
Indiranagar,635,1,1,0,1,24.86,3.96,1,36.7,442.21
Marathahalli,450,1,2,3,1,17.02,10.7,0,66.4,182.06
Koramangala,1920,2,1,3,19,24.36,4.05,0,45.2,574.81
Bellandur,2313,5,6,3,7,3.2,,1,73.1,555.89
Sarjapur Road,2723,5,5,0,5,2.2,10.88,4,49.3,531.53
Whitefield,1078,2,1,1,30,20.56,11.88,2,49.0,277.04
Jayanagar,617,1,1,0,27,15.24,14.19,4,36.0,288.1
Koramangala,450,1,1,1,33,2.8,13.43,1,52.4,277.77
Jayanagar,6500,6,5,1,9,29.89,13.08,1,53.9,894.43
JP Nagar,1867,3,4,3,33,22.35,8.44,1,69.2,402.69
Hebbal,1569,3,2,2,12,11.63,9.94,2,75.4,478.25
Yelahanka,783,1,2,1,11,5.42,9.36,3,72.0,244.39
Bellandur,1371,1,1,3,11,26.03,,0,71.6,227.77
Hebbal,1362,1,2,3,30,23.07,10.6,1,60.2,375.54
Indiranagar,917,1,2,3,24,21.92,6.01,0,50.9,369.13
Bellandur,1498,3,3,1,12,27.46,,2,70.9,364.83
Yelahanka,1205,5,6,1,25,1.83,8.77,0,53.2,242.16
HSR Layout,3392,4,3,3,18,2.46,2.71,1,44.9,616.46
Hebbal,450,1,1,3,14,4.34,13.65,2,66.6,376.48
JP Nagar,916,1,2,2,20,3.38,3.55,2,69.6,380.12
Hebbal,1265,2,3,3,6,27.14,14.0,3,73.5,277.41
HSR Layout,1251,3,4,1,3,9.15,1.78,0,92.6,338.65
Jayanagar,450,1,1,0,30,10.52,14.68,1,44.8,207.67
Jayanagar,1054,1,2,0,26,28.17,12.53,0,70.5,276.09
Hebbal,1695,3,4,1,23,15.14,13.07,1,94.4,430.46
Marathahalli,450,1,1,2,22,8.44,0.96,1,65.6,243.1
Marathahalli,2809,4,4,1,4,17.48,10.84,1,87.0,463.02
Indiranagar,1883,2,1,1,15,20.74,,1,38.3,381.0
Sarjapur Road,5166,6,7,3,4,7.6,14.7,0,77.9,683.65
Marathahalli,659,1,2,0,2,4.43,1.94,0,69.2,138.02
Yelahanka,675,1,2,3,1,20.18,4.56,2,89.7,211.44
Indiranagar,552,1,1,0,19,8.64,7.0,3,79.8,349.08
JP Nagar,959,3,2,1,31,1.75,5.34,1,84.2,448.27
Whitefield,950,3,2,0,32,3.75,7.87,0,57.1,257.97
Marathahalli,450,1,1,0,16,14.63,8.52,1,98.5,349.84
Koramangala,620,1,2,1,22,21.56,6.47,0,91.7,341.01
Sarjapur Road,1993,3,3,3,28,23.69,10.53,0,47.3,396.05
Bellandur,720,1,2,2,21,6.11,,4,76.7,267.1
Hebbal,3364,6,7,2,26,0.97,8.85,0,76.0,623.42
Bellandur,456,1,1,2,27,17.83,,2,86.5,123.09
Yelahanka,1804,2,3,2,3,23.79,8.51,2,82.7,380.48
Marathahalli,697,1,1,3,6,22.55,11.53,2,43.6,258.79
Jayanagar,1423,4,4,0,24,11.48,9.32,1,89.2,567.94
Koramangala,1243,4,3,3,7,11.96,11.75,1,54.5,527.31
Koramangala,1707,4,5,2,11,25.3,7.28,2,90.2,424.94
Sarjapur Road,450,1,1,1,21,22.72,1.98,0,86.3,292.01
Whitefield,1841,2,3,2,9,16.98,2.55,1,93.6,412.43
JP Nagar,1278,2,3,3,17,29.44,6.78,2,65.2,363.84
Koramangala,1173,2,2,1,10,20.02,10.54,3,43.6,578.45
Jayanagar,2922,6,6,0,13,11.41,2.83,1,42.8,685.57
Whitefield,3322,5,4,3,11,16.51,11.8,0,99.5,587.05
Indiranagar,3297,6,7,3,17,16.29,10.85,1,85.7,736.45
Bellandur,491,1,1,3,3,25.7,3.07,2,36.4,221.29
Jayanagar,2311,2,1,3,22,27.23,8.63,0,64.4,621.25
Bellandur,923,2,2,3,25,27.72,13.86,1,92.9,403.13
Koramangala,543,2,3,1,3,14.97,13.2,1,59.6,425.61
Sarjapur Road,1087,3,2,0,11,22.66,2.05,1,86.1,282.24
Indiranagar,507,1,1,0,6,14.38,13.74,4,42.9,403.16
Electronic City,1036,1,2,1,29,28.93,5.36,3,63.6,224.5
Marathahalli,1928,3,2,3,4,18.26,7.44,4,66.2,342.96
HSR Layout,885,1,1,3,7,17.44,11.37,0,72.2,321.37
Bellandur,1485,3,2,3,19,27.49,9.89,2,51.2,437.28
Hebbal,2880,6,7,1,14,9.73,0.67,1,53.6,512.28
Yelahanka,1511,1,1,1,21,15.07,,1,85.7,216.66
Jayanagar,3984,6,6,0,8,1.62,13.44,1,67.2,755.11
Bellandur,1560,2,3,0,22,5.16,8.91,1,70.5,423.35
Indiranagar,525,2,1,3,6,3.75,9.05,1,58.3,410.34
Hebbal,809,2,3,0,3,29.29,1.74,1,74.8,290.27
Indiranagar,1174,3,2,1,23,5.76,1.87,2,35.1,558.82
Marathahalli,1409,2,3,3,1,21.65,9.54,3,88.9,340.13
Marathahalli,2263,5,5,1,31,12.1,10.06,4,93.5,207.41
Hebbal,621,1,2,2,14,12.77,7.17,1,92.3,247.3
Indiranagar,1015,2,3,3,22,27.69,,0,86.4,375.28
Sarjapur Road,1495,2,2,0,7,22.6,0.62,1,94.1,262.29
Jayanagar,1495,2,1,2,27,12.8,1.23,1,38.3,377.37
Bellandur,3966,5,6,3,9,0.57,,0,35.2,665.6
Marathahalli,450,2,2,1,34,14.2,7.78,1,76.1,312.28
Indiranagar,1795,2,1,1,13,7.94,2.72,1,83.6,703.58
Bellandur,1460,1,1,3,30,2.69,6.59,1,36.9,344.75
Jayanagar,1450,3,4,2,31,14.57,7.68,0,56.8,392.97
Koramangala,3392,5,5,2,2,22.43,10.09,2,42.4,604.89
Indiranagar,807,1,1,2,34,17.27,0.49,1,99.7,443.34
Indiranagar,490,2,2,2,17,26.16,1.23,3,81.7,253.55
Marathahalli,450,1,2,3,27,16.98,7.46,2,57.4,207.38
Electronic City,843,1,1,2,15,13.75,4.2,1,37.3,320.19
HSR Layout,1442,3,3,0,9,13.9,7.08,1,98.1,339.04
Marathahalli,1235,1,1,0,0,11.5,0.27,2,74.3,335.83
Indiranagar,3532,5,5,2,31,22.68,4.65,2,49.6,716.88
Sarjapur Road,532,1,2,1,9,26.25,11.69,1,43.0,246.78
JP Nagar,1245,4,3,1,28,26.46,6.58,2,79.4,364.99
JP Nagar,669,1,2,2,0,7.66,7.42,0,61.3,305.21
JP Nagar,711,2,1,0,23,25.45,14.17,0,90.0,185.39
Bellandur,1672,4,3,3,33,5.08,4.39,1,58.1,356.74
Sarjapur Road,2250,6,5,0,30,21.99,11.75,2,56.2,461.42
Whitefield,1165,1,1,1,9,20.12,5.75,2,93.9,262.29
Jayanagar,732,2,3,1,6,3.42,5.24,0,89.7,297.47
JP Nagar,576,1,1,1,6,15.33,,1,82.4,232.76
Whitefield,994,4,5,3,15,18.8,4.77,3,45.6,349.36
Jayanagar,1063,1,1,0,30,7.49,11.33,1,73.9,389.19
Jayanagar,2032,5,5,1,11,15.13,4.99,0,83.2,659.46
Whitefield,523,1,2,0,32,27.75,6.32,2,83.6,296.45
Yelahanka,4040,6,5,1,31,4.2,7.28,1,72.5,557.9
Indiranagar,6500,6,6,2,11,7.08,11.81,3,56.5,1135.31
Koramangala,1345,2,1,2,1,19.29,13.47,1,54.4,549.67
Sarjapur Road,1383,2,1,0,2,25.88,9.49,1,65.3,472.59
Marathahalli,1400,2,2,0,7,22.97,3.75,2,98.0,325.97
Yelahanka,1752,3,3,2,21,3.35,3.22,1,43.3,251.79
Whitefield,686,1,1,2,18,6.87,7.87,1,58.4,275.15
Marathahalli,1332,2,1,3,3,17.13,9.59,0,45.4,382.89
Whitefield,1089,2,2,2,10,1.43,11.83,0,81.1,371.04
Bellandur,911,2,1,2,11,21.8,10.66,3,85.6,350.0
Bellandur,2289,4,4,3,14,8.52,2.5,3,99.2,538.56
Electronic City,712,2,3,2,26,27.28,1.0,1,46.6,171.56
Bellandur,2236,3,3,3,19,5.87,10.09,1,45.3,550.95
HSR Layout,1569,2,1,2,6,10.17,1.96,1,89.8,454.64
Yelahanka,2351,2,2,1,21,3.06,7.52,1,54.1,362.73
HSR Layout,1121,2,2,2,14,29.77,12.93,1,59.6,421.1
Koramangala,913,3,4,2,1,19.71,0.96,0,43.7,556.77
Indiranagar,1153,3,4,3,14,24.56,,0,69.4,466.82
Koramangala,2264,3,2,2,23,15.66,6.79,0,42.4,447.59
JP Nagar,3105,5,5,2,15,20.26,4.81,0,61.7,568.84
Electronic City,2093,5,6,3,25,22.02,2.46,0,46.7,481.54
Marathahalli,450,1,1,1,31,4.29,14.3,0,56.8,295.81
Jayanagar,2484,5,4,2,22,29.32,1.82,2,42.9,554.23
Electronic City,1229,1,2,3,5,21.28,3.47,0,93.3,310.41
Electronic City,1229,3,4,1,25,11.93,12.04,1,71.7,329.72
HSR Layout,450,1,1,0,17,1.35,,2,75.7,339.87
Whitefield,762,2,3,2,5,14.9,11.97,1,75.3,183.59
Sarjapur Road,1864,4,4,2,30,26.21,8.09,3,91.7,317.11
Whitefield,589,1,1,1,17,5.25,12.75,0,80.9,332.81
Jayanagar,450,1,1,2,10,17.32,11.26,0,84.1,311.94
Bellandur,1135,1,1,0,12,19.38,11.73,1,74.8,377.19
Yelahanka,605,1,1,0,21,3.62,10.38,0,60.4,258.68
Electronic City,1678,3,3,1,9,0.65,10.52,2,86.3,255.75
Marathahalli,2202,4,3,3,28,14.3,8.53,0,40.4,451.14
Jayanagar,1306,2,3,2,5,27.72,9.51,1,86.3,372.1
Marathahalli,1011,1,1,2,27,21.94,12.4,0,90.8,277.09
HSR Layout,815,2,2,2,8,14.42,5.86,1,72.0,344.76
Jayanagar,1268,3,2,1,25,22.87,1.32,0,59.3,246.59
HSR Layout,729,2,3,0,12,5.04,1.01,1,45.3,273.62
Yelahanka,1321,2,1,2,19,10.35,,2,96.7,411.94
Sarjapur Road,2368,4,3,0,27,29.16,12.37,1,37.8,429.92
Jayanagar,1063,1,2,0,1,29.96,14.12,1,51.0,270.65
Hebbal,1356,3,4,0,25,22.67,1.43,2,65.9,316.32
Koramangala,1644,3,3,1,32,28.98,10.11,3,93.6,544.52
Jayanagar,842,3,2,1,9,28.83,3.9,0,98.6,264.98
Electronic City,1244,2,2,1,28,3.28,7.25,1,98.1,386.15
Jayanagar,756,2,3,3,17,18.61,11.33,0,95.8,410.99
JP Nagar,683,1,2,1,34,16.41,3.65,3,53.5,277.19
Electronic City,1838,2,1,3,7,14.29,,1,97.1,428.72
Bellandur,571,2,3,0,11,27.66,9.36,4,86.1,292.01
Yelahanka,1180,2,2,1,3,18.73,14.01,1,77.0,316.25
Hebbal,992,1,1,1,14,15.41,12.09,3,44.8,368.17
Koramangala,705,1,1,0,32,19.34,13.61,2,77.0,427.04
Hebbal,1505,2,2,2,6,1.15,9.92,0,54.3,496.53
Bellandur,450,2,1,2,31,9.21,1.37,2,37.2,221.94
Hebbal,582,1,1,3,9,14.84,6.93,0,95.1,327.67
Indiranagar,661,3,3,0,13,3.52,4.62,0,62.2,533.63
Sarjapur Road,535,1,2,2,21,0.76,9.75,0,43.4,341.27
Bellandur,813,3,4,3,25,15.71,5.36,2,65.1,339.3
Bellandur,1225,2,3,3,18,25.86,7.54,1,82.8,218.77
Whitefield,1168,1,1,3,2,10.41,7.59,1,54.5,217.26
Marathahalli,1310,2,3,2,12,27.85,10.11,3,67.2,294.09
Indiranagar,951,3,4,3,14,27.91,,4,58.2,487.79
Marathahalli,1203,2,3,0,21,26.42,11.31,0,75.3,291.92
Bellandur,2782,4,4,0,27,23.06,9.12,1,55.9,434.61
Marathahalli,450,2,1,3,16,28.15,2.89,1,97.9,264.53
Hebbal,1428,3,2,0,12,13.81,1.92,2,58.0,458.27
JP Nagar,1019,1,1,3,12,4.16,5.6,2,84.4,297.42
Yelahanka,924,1,1,3,8,11.91,7.66,2,40.6,243.34
Bellandur,687,3,2,1,4,29.2,9.55,1,49.8,269.63
Koramangala,450,3,2,3,8,7.4,12.83,0,79.0,334.34
Whitefield,1182,2,2,1,29,27.68,6.2,3,87.0,267.39
Indiranagar,531,1,1,1,13,2.55,7.95,1,42.3,446.71
HSR Layout,1875,2,3,2,16,18.83,4.7,0,42.5,528.19
Sarjapur Road,694,3,4,0,28,28.06,,0,99.1,308.83
HSR Layout,781,1,1,3,2,22.16,3.13,1,87.1,265.76
HSR Layout,916,2,3,0,31,23.68,13.04,3,57.2,276.93
Koramangala,1696,3,4,2,29,2.44,8.12,2,75.4,469.55
Marathahalli,1903,4,3,2,34,25.05,12.28,4,58.4,371.52
Marathahalli,1810,4,4,0,32,11.01,5.9,2,51.4,250.84
JP Nagar,805,1,1,1,11,3.03,10.06,0,88.8,327.07
Electronic City,1853,3,4,0,33,16.56,2.01,1,99.3,348.44
Jayanagar,470,2,3,1,3,28.17,5.94,0,36.8,307.9
Koramangala,1754,3,4,2,27,29.27,7.89,1,85.0,513.39
Koramangala,1520,2,3,2,13,20.13,3.4,2,44.8,458.2
Hebbal,1687,3,2,0,10,21.26,13.39,0,89.4,344.59
Bellandur,711,3,4,2,27,23.65,2.67,0,76.5,239.94
Bellandur,1037,1,1,0,33,6.64,3.45,0,57.2,404.41
JP Nagar,2728,5,5,1,25,6.08,5.06,1,88.4,601.87
Yelahanka,450,1,2,0,18,25.49,14.26,1,61.2,250.2
Marathahalli,1372,1,2,3,15,10.62,13.64,0,99.3,337.06
HSR Layout,906,2,1,0,20,16.46,2.24,2,38.9,420.43
Indiranagar,1085,2,2,2,14,17.27,12.9,0,80.5,465.88
Whitefield,1449,2,2,2,11,8.42,3.08,1,40.5,355.13
JP Nagar,589,2,1,1,13,15.35,10.54,3,62.0,289.62
Sarjapur Road,1701,3,4,2,12,9.77,7.08,2,36.1,370.15
Marathahalli,594,1,1,3,23,22.18,9.2,1,43.3,265.3
Indiranagar,1020,2,3,1,23,12.94,1.26,0,68.7,599.55
Sarjapur Road,450,1,1,1,26,7.85,3.81,1,42.7,306.98
Indiranagar,1188,1,1,3,32,21.56,1.87,3,70.4,521.75
Sarjapur Road,503,1,1,3,8,28.74,10.39,1,60.7,214.2
Sarjapur Road,1515,3,4,1,32,2.44,3.53,0,90.5,342.2
Marathahalli,4285,6,7,2,19,6.62,7.37,1,52.3,537.18
Marathahalli,920,3,4,2,17,24.56,2.74,2,51.1,294.18
Koramangala,638,3,2,1,6,26.94,4.41,0,90.8,367.33
Marathahalli,957,1,2,0,23,10.25,14.47,0,35.2,393.38
Sarjapur Road,1399,4,3,0,32,22.19,1.78,2,80.8,434.62
Yelahanka,546,1,1,1,27,28.02,3.14,1,35.6,78.93
Yelahanka,1063,3,2,0,15,21.71,2.36,0,90.9,218.93
Hebbal,4179,6,5,1,9,13.27,12.31,3,48.0,729.51
Sarjapur Road,1781,3,3,0,30,25.98,7.28,0,69.5,295.27
HSR Layout,634,2,3,3,12,11.58,4.58,1,70.5,245.35
JP Nagar,1319,2,3,3,30,24.9,14.69,0,85.9,311.84
Hebbal,968,1,1,3,32,0.71,6.38,2,72.3,273.16
Hebbal,817,2,2,0,16,26.85,13.04,3,76.3,426.71
Hebbal,650,1,1,2,4,12.37,3.66,1,79.1,287.19
Whitefield,4034,6,5,0,3,15.01,8.1,1,69.7,584.04
HSR Layout,450,3,2,3,16,19.41,0.64,0,57.7,272.78
Koramangala,2138,4,3,1,8,1.25,6.71,2,68.6,791.88
Yelahanka,855,2,3,1,1,2.17,9.0,0,47.1,328.51
Whitefield,3008,4,5,1,25,18.75,11.82,2,98.0,611.74
Indiranagar,523,1,1,1,21,9.41,9.57,0,75.1,267.13
HSR Layout,1699,3,3,0,31,1.53,0.3,1,95.0,445.42
Yelahanka,2382,6,7,2,28,12.86,10.14,2,43.0,334.24
Hebbal,1277,3,4,3,1,2.75,12.52,1,75.4,477.28
